شناسه,نوع,"شناسه محصول","GTIN UPC، EAN یا ISBN",نام,"منتشر شده","ویژه است؟","قابلیت نمایش در کاتالوگ","توضیح کوتاه",توضیحات,"تاریخ شروع حراجی","تاریخ پایان حراجی","وضعیت مالیات","کلاس مالیاتی","در انبار؟",انبار,"میزان کمبود در انبار","پیش خرید فعال است؟","فروش به صورت تکی؟","وزن (کیلوگرم)","درازا (سانتیمتر)","پهنا (سانتیمتر)","بلندا (سانتیمتر)","اجازه ارسال نقد و بررسی کاربر امکان پذیر است؟","یادداشت خرید","قیمت فروش فوق‌العاده","قیمت اصلی",دسته‌ها,برچسب‌ها,"کلاس ارسال",تصاویر,"محدودیت دانلود","انقضای دانلود (روز)",مادر,"محصولات گروهی","بیش فروش ها","فروش مکمل","لینک خارجی","متن دکمه","موقعیت قرارگیری",برندها,"نام ویژگی 1","مقدار ویژگی 1","ویژگی 1 قابل مشاهده است","ویژگی سراسری 1","ویژگی پیشفرض 1","نام ویژگی 2","مقدار ویژگی 2","ویژگی 2 قابل مشاهده است","ویژگی سراسری 2","ویژگی پیشفرض 2","نام ویژگی 3","مقدار ویژگی 3","ویژگی 3 قابل مشاهده است","ویژگی سراسری 3","نام ویژگی 4","مقدار ویژگی 4","ویژگی 4 قابل مشاهده است","ویژگی سراسری 4","نام ویژگی 5","مقدار ویژگی 5","ویژگی 5 قابل مشاهده است","ویژگی سراسری 5","نام ویژگی 6","مقدار ویژگی 6","ویژگی 6 قابل مشاهده است","ویژگی سراسری 6"
16112,variation,SKU_02399,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1285000,,,,,,,SKU_02398,,,,,,1,,حجم,"50 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16113,variation,SKU_02400,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2013000,,,,,,,SKU_02398,,,,,,2,,حجم,"100 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16114,variation,SKU_02401,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,972000,,,,,,,SKU_02398,,,,,,3,,حجم,"30 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16115,variation,SKU_02402,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,726000,,,,,,,SKU_02398,,,,,,4,,حجم,"10 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16116,variation,SKU_02403,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2889000,,,,,,,SKU_02398,,,,,,5,,حجم,"100 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16117,variation,SKU_02404,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1968000,,,,,,,SKU_02398,,,,,,6,,حجم,"50 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16118,variation,SKU_02405,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1218000,,,,,,,SKU_02398,,,,,,7,,حجم,"30 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16119,variation,SKU_02406,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,849000,,,,,,,SKU_02398,,,,,,8,,حجم,"10 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16120,variation,SKU_02407,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4404000,,,,,,,SKU_02398,,,,,,9,,حجم,"100 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16121,variation,SKU_02408,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2264000,,,,,,,SKU_02398,,,,,,10,,حجم,"50 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16122,variation,SKU_02409,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1427000,,,,,,,SKU_02398,,,,,,11,,حجم,"30 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16123,variation,SKU_02410,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,935000,,,,,,,SKU_02398,,,,,,12,,حجم,"10 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16124,variation,SKU_02411,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1833000,,,,,,,SKU_02398,,,,,,13,,حجم,"30 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16125,variation,SKU_02412,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5216000,,,,,,,SKU_02398,,,,,,13,,حجم,"100 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16126,variation,SKU_02413,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2657000,,,,,,,SKU_02398,,,,,,14,,حجم,"50 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16127,variation,SKU_02414,,"آرامیس 900 | Aramis 900",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1009000,,,,,,,SKU_02398,,,,,,15,,حجم,"10 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16135,variable,SKU_02415,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,"<ul>\n 	<li>رایحه : ملایم و شیرین</li>\n 	<li><span class=""jet-listing-dynamic-terms__prefix"">فصل: بهار - تابستان </span></li>\n 	<li>ماندگاری: 6 ساعت</li>\n 	<li>پخش بو (خط بو): قوی</li>\n 	<li>برند عطر : Ariana Grande - ارایانا گراند</li>\n</ul>","<p>چارت آکوردها </p>				\n				sweet - شیرین \n				fruity - میوه ای \n				Powdery - پودری \n				citrus - مرکباتی  \n				rose - گل رز \n				mossy - خزه ای \n				white floral - گل های  سفید \n				musky - مشکی-حیوانی\n				powdery - پودری \n					<h2>مشخصات عطر </h2>				\n							<ul>\n							<li>\n										ماندگاری : 6 ساعت \n									</li>\n						</ul>\n							<ul>\n							<li>\n							<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""512"" height=""512"" x=""0"" y=""0"" viewBox=""0 0 60 60"" style=""enable-background:new 0 0 512 512"" xml:space=""preserve""><g><path d=""M40.33 42.37c-.34 0-.66-.17-.85-.47-.29-.47-.14-1.09.33-1.38 1.53-.94 2.39-2.12 2.63-3.59.59-3.64-2.83-7.81-2.87-7.85a1.001 1.001 0 1 1 1.54-1.28c.17.2 4.05 4.9 3.31 9.45-.33 2.05-1.53 3.73-3.55 4.98-.18.09-.36.14-.54.14zM37.95 38.53c-.26 0-.53-.1-.73-.31-4.57-4.82-9.42-1.67-9.62-1.54-.46.3-1.08.18-1.39-.27a.986.986 0 0 1 .27-1.38c.06-.04 6.43-4.25 12.19 1.82.38.4.36 1.03-.04 1.41a.96.96 0 0 1-.68.27z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path><path d=""M33.76 47.64a1 1 0 0 1-1-.99c-.02-1.99-.46-3.39-1.31-4.18-.66-.61-1.59-.87-2.83-.8-6.33.38-8.96-2.25-9.97-3.84-1.27-2.03-1.39-4.61-.29-6.59C24.91 19.48 31.53 5.71 31.6 5.57c.24-.5.84-.71 1.33-.47.5.24.71.84.47 1.33-.07.14-6.71 13.97-13.29 25.78-.61 1.1-.78 2.94.23 4.55 1.33 2.11 4.22 3.14 8.15 2.91 1.8-.11 3.25.34 4.31 1.33 1.26 1.17 1.91 3.06 1.94 5.62a.997.997 0 0 1-.99 1.01c.02.01.01.01.01.01zM19.98 52.52c-.26 0-.52-.1-.71-.3a.987.987 0 0 1 .01-1.41l4.97-4.93a.987.987 0 0 1 1.41.01c.39.39.39 1.03-.01 1.41l-4.97 4.93c-.19.19-.45.29-.7.29zM16.5 48.49c-.36 0-.7-.19-.88-.52-.26-.49-.08-1.09.4-1.36l6.07-3.28c.49-.26 1.09-.08 1.36.4.26.49.08 1.09-.4 1.36l-6.07 3.28c-.15.08-.32.12-.48.12zM26.88 55c-.06 0-.12 0-.17-.02a1 1 0 0 1-.81-1.16l1.14-6.51a1 1 0 1 1 1.97.35l-1.14 6.51c-.09.49-.51.83-.99.83z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path></g></svg>						\n										پخش بو  : قوی \n									</li>\n						</ul>\n					<h2>تایم روز </h2>				\n				 روز \n				شب\n					<h2>فصل ها </h2>				\n				بهار 			\n				تابستان			\n				پاییز			\n				زمستان 			\n					<p>پروفایل عطری</p>				\n		<table><tbody><tr><td>نام عطر:</td><td>آریانا گرند آری | Ariana Grande Ari</td></tr><tr><td>برند عطر:</td><td><p>Ariana Grande – ارایانا گراند</p></td></tr><tr><td>جنسیت:</td><td> زنانه</td></tr><tr><td><p>رایحه:</p></td><td> ملایم و شیرین</td></tr><tr><td><p>گروه بویایی:     </p></td><td>گلی–گورماند</td></tr><tr><td><p>موقعیت:</p></td><td><p>روزمره و کاژوال,</p><p>شبانه و مهمانی </p></td></tr><tr><td><p>فصل:</p></td><td> بهار و تابستان </td></tr><tr><td><p>نت های اولیه:</p></td><td><p>Raspberry (تمشک)<br data-start=""756"" data-end=""759"" />Pear (گلابی)<br data-start=""785"" data-end=""788"" />Grapefruit (گریپ‌فروت)</p></td></tr><tr><td><p>نت های میانی:        </p></td><td><p>Vanilla Orchid (گل‌وانیل)<br data-start=""1068"" data-end=""1071"" />Rose (رز)<br data-start=""1094"" data-end=""1097"" />Lily-of-the-Valley (زنابق دره)</p></td></tr><tr><td><p>نت های پایه:</p></td><td><p>Marshmallow (مارشمالو)<br data-start=""1358"" data-end=""1361"" />Musk (مشک)<br data-start=""1385"" data-end=""1388"" />Woody Notes (نت‌های چوبی)</p></td></tr><tr><td><p style=""text-align: right"">کشور مبدا:</p></td><td><p>ایالات متحده آمریکا</p></td></tr><tr><td><p>سال عرضه:</p></td><td>2015</td></tr></tbody></table>		\n					<p>درباره محصول\n</p>				\n		<p data-start=""0"" data-end=""109"">عطر <strong data-start=""4"" data-end=""28"">Ari by Ariana Grande</strong> یک رایحه <strong data-start=""38"" data-end=""61"">گلی-میوه‌ای-گورماند</strong> برای <strong data-start=""67"" data-end=""75"">زنان</strong> است. این عطر در <strong data-start=""92"" data-end=""100"">۲۰۱۵</strong> عرضه شد.</p><p data-start=""397"" data-end=""505"">خواننده پاپ <strong data-start=""409"" data-end=""426"">آرایانا گراند</strong> اولین عطر خود را در <strong data-start=""447"" data-end=""463"">سپتامبر ۲۰۱۵</strong> با نام <strong data-start=""471"" data-end=""495"">Ari by Ariana Grande</strong> عرضه کرد.</p><p data-start=""507"" data-end=""697"">این عطر به عنوان <strong data-start=""524"" data-end=""539"">لذیذ و جذاب</strong> معرفی شده است، که با نت‌های میوه‌ای درخشان آغاز می‌شود و به قلب گلی و فوق‌العاده زنانه‌اش می‌رسد و در پایان با نت‌های مشک، چوب و آکورد مارشمالو ترکیب می‌شود.</p><p>این عطر زنانه در حجم‌های ۱۰، ۳۰، ۵۰ و ۱۰۰ میلی‌لیتر و در غلظت‌های ادوکلن، ادوتویلت، ادوپرفیوم و اکستریت پرفیوم قابل سفارش بوده و مطابق انتخاب شما ساخته و ارسال می‌شود.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"فصل > بهار, فصل > تابستان, جنسیت, موقعیت ها > روزمره و کژوال, موقعیت ها > شبانه و مهمانی, موقعیت ها > عطرهای تاثیرگذار, فصل, کلاسیک و مدرن > کلاسیک, کلاسیک و مدرن, کلاسیک و مدرن > مدرن, موقعیت ها",,,"https://atrishaa.com/wp-content/uploads/2025/12/BLACK1-Ariana-Grande-Ari.webp, https://atrishaa.com/wp-content/uploads/2025/12/BLACK2-Ariana-Grande-Ari.webp, https://atrishaa.com/wp-content/uploads/2026/02/all-product-purble-final.png",,,,,,,,,0,"Ariana Grande",حجم,"10 میل, 100 میل, 30 میل, 50 میل",1,1,"10 میل","غلظت عطر","ادکلن, ادو تویلت, اکسترا پرفیوم, پرفیوم",1,1,ادکلن,فصل,"بهار, تابستان",1,1,جنسیت,زنانه,1,1,رایحه,"شرقی (Oriental / Amber), گلی (Floral), گورماند (Gourmand), مرکباتی (Citrus / Fresh), میوه‌ای (Fruity)",1,1,طبع,"شیرین, ملایم",1,1
16136,variation,SKU_02416,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2706000,,,,,,,SKU_02415,,,,,,1,,حجم,"50 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16137,variation,SKU_02417,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4116000,,,,,,,SKU_02415,,,,,,2,,حجم,"100 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16138,variation,SKU_02418,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1786000,,,,,,,SKU_02415,,,,,,3,,حجم,"30 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16139,variation,SKU_02419,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1123000,,,,,,,SKU_02415,,,,,,4,,حجم,"10 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16140,variation,SKU_02420,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6736000,,,,,,,SKU_02415,,,,,,5,,حجم,"100 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16141,variation,SKU_02421,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4116000,,,,,,,SKU_02415,,,,,,6,,حجم,"50 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16142,variation,SKU_02422,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2472000,,,,,,,SKU_02415,,,,,,7,,حجم,"30 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16143,variation,SKU_02423,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1425000,,,,,,,SKU_02415,,,,,,8,,حجم,"10 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16144,variation,SKU_02424,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8549000,,,,,,,SKU_02415,,,,,,9,,حجم,"100 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16145,variation,SKU_02425,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4922000,,,,,,,SKU_02415,,,,,,10,,حجم,"50 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16146,variation,SKU_02426,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2986000,,,,,,,SKU_02415,,,,,,11,,حجم,"30 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16147,variation,SKU_02427,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1576000,,,,,,,SKU_02415,,,,,,12,,حجم,"10 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
16148,variation,SKU_02428,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3842000,,,,,,,SKU_02415,,,,,,13,,حجم,"30 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16149,variation,SKU_02429,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,12175000,,,,,,,SKU_02415,,,,,,13,,حجم,"100 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16150,variation,SKU_02430,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,6736000,,,,,,,SKU_02415,,,,,,14,,حجم,"50 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16151,variation,SKU_02431,,"آریانا گرند آری | Ariana Grande Ari",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1727000,,,,,,,SKU_02415,,,,,,15,,حجم,"10 میل",,1,,"غلظت عطر","اکسترا پرفیوم",,1,,,,,,,,,,,,,,,,,
16159,variable,SKU_02432,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,"<ul>\n 	<li>رایحه : گرم</li>\n 	<li><span class=""jet-listing-dynamic-terms__prefix"">فصل: پاییز و زمستان</span></li>\n 	<li>ماندگاری: 7 ساعت</li>\n 	<li>پخش بو (خط بو): قوی</li>\n 	<li>برند عطر : Armaf - آرماف</li>\n</ul>","<p>چارت آکوردها </p>				\n				Rose - گل رز\n				fresh spicy - ادویه تازه\n				warm spicy - ادویه تند\n				patchuli - پچولی\n				oud - عود\n				vanilla - وانیل\n				woody  - چوبی\n				floral - گلی\n				amber - کهربا\n				powdery - پودری \n					<h2>مشخصات عطر </h2>				\n							<ul>\n							<li>\n										ماندگاری : 7 ساعت \n									</li>\n						</ul>\n							<ul>\n							<li>\n							<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""512"" height=""512"" x=""0"" y=""0"" viewBox=""0 0 60 60"" style=""enable-background:new 0 0 512 512"" xml:space=""preserve""><g><path d=""M40.33 42.37c-.34 0-.66-.17-.85-.47-.29-.47-.14-1.09.33-1.38 1.53-.94 2.39-2.12 2.63-3.59.59-3.64-2.83-7.81-2.87-7.85a1.001 1.001 0 1 1 1.54-1.28c.17.2 4.05 4.9 3.31 9.45-.33 2.05-1.53 3.73-3.55 4.98-.18.09-.36.14-.54.14zM37.95 38.53c-.26 0-.53-.1-.73-.31-4.57-4.82-9.42-1.67-9.62-1.54-.46.3-1.08.18-1.39-.27a.986.986 0 0 1 .27-1.38c.06-.04 6.43-4.25 12.19 1.82.38.4.36 1.03-.04 1.41a.96.96 0 0 1-.68.27z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path><path d=""M33.76 47.64a1 1 0 0 1-1-.99c-.02-1.99-.46-3.39-1.31-4.18-.66-.61-1.59-.87-2.83-.8-6.33.38-8.96-2.25-9.97-3.84-1.27-2.03-1.39-4.61-.29-6.59C24.91 19.48 31.53 5.71 31.6 5.57c.24-.5.84-.71 1.33-.47.5.24.71.84.47 1.33-.07.14-6.71 13.97-13.29 25.78-.61 1.1-.78 2.94.23 4.55 1.33 2.11 4.22 3.14 8.15 2.91 1.8-.11 3.25.34 4.31 1.33 1.26 1.17 1.91 3.06 1.94 5.62a.997.997 0 0 1-.99 1.01c.02.01.01.01.01.01zM19.98 52.52c-.26 0-.52-.1-.71-.3a.987.987 0 0 1 .01-1.41l4.97-4.93a.987.987 0 0 1 1.41.01c.39.39.39 1.03-.01 1.41l-4.97 4.93c-.19.19-.45.29-.7.29zM16.5 48.49c-.36 0-.7-.19-.88-.52-.26-.49-.08-1.09.4-1.36l6.07-3.28c.49-.26 1.09-.08 1.36.4.26.49.08 1.09-.4 1.36l-6.07 3.28c-.15.08-.32.12-.48.12zM26.88 55c-.06 0-.12 0-.17-.02a1 1 0 0 1-.81-1.16l1.14-6.51a1 1 0 1 1 1.97.35l-1.14 6.51c-.09.49-.51.83-.99.83z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path></g></svg>						\n										پخش بو  : قوی \n									</li>\n						</ul>\n					<h2>تایم روز </h2>				\n				 روز \n				شب\n					<h2>فصل ها </h2>				\n				بهار 			\n				تابستان			\n				پاییز			\n				زمستان 			\n					<p>پروفایل عطری</p>				\n		<table><tbody><tr><td>نام عطر:</td><td>آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense</td></tr><tr><td>برند عطر:</td><td><p>Armaf  - ارماف</p></td></tr><tr><td>جنسیت:</td><td> زنانه </td></tr><tr><td><p>رایحه:</p></td><td> گرم</td></tr><tr><td><p>گروه بویایی:     </p></td><td>شرقی-گلی</td></tr><tr><td><p>موقعیت:</p></td><td><p>رسمی و کاری - </p><p>شبانه و مهمانی -</p><p>عطر تاثیرگذار</p></td></tr><tr><td><p>فصل:</p></td><td> پاییز و زمستان</td></tr><tr><td><p>نت های اولیه:</p></td><td>Rose (رز)<br data-start=""874"" data-end=""877"" />Saffron (زعفران)<br data-start=""910"" data-end=""913"" />Geranium (شمعدانی)</td></tr><tr><td><p>نت های میانی:        </p></td><td><p data-start=""571"" data-end=""610"">Nutmeg (جوز هندی)<br data-start=""1130"" data-end=""1133"" />Pepper (فلفل)<br data-start=""1162"" data-end=""1165"" />Violet (بنفشه)<br data-start=""1195"" data-end=""1198"" />Caraway (زیره)</p></td></tr><tr><td><p>نت های پایه:</p></td><td><p data-start=""689"" data-end=""726"">Patchouli (پچولی)<br data-start=""1409"" data-end=""1412"" />Agarwood / Oud (عود)<br data-start=""1450"" data-end=""1453"" />Vanilla (وانیل)<br data-start=""1485"" data-end=""1488"" />Amber (عنبر)</p></td></tr><tr><td><p style=""text-align: right"">کشور مبدا:</p></td><td><p>(امارات متحدهٔ عربی 🇦🇪)</p></td></tr><tr><td><p>سال عرضه:</p></td><td>2023</td></tr></tbody></table>		\n					<p>درباره محصول\n</p>				\n		<article dir=""auto"" data-turn-id=""request-WEB:dfa914fd-5486-40d1-8a90-d6e06b03093e-5"" data-testid=""conversation-turn-10"" data-scroll-anchor=""true"" data-turn=""assistant""><p data-start=""0"" data-end=""301"" data-is-last-node="""" data-is-only-node="""">عطرکلاب د نویت اینتنس از برند آرماف یک عطر چایپر فلورال برای زنان است. نت‌های آغازین آن شامل رز، زعفران و ژرانیوم هستند؛ نت‌های میانی شامل جوز هندی، فلفل، بنفشه و زیره هستند؛ و نت‌های پایه شامل پچولی، آگاروود (عود)، وانیل و عنبر می‌باشند.</p>این عطر زنانه در حجم‌های ۱۰، ۳۰، ۵۰ و ۱۰۰ میلی‌لیتر و در غلظت‌های ادوکلن، ادوتویلت، ادوپرفیوم و اکستریت پرفیوم قابل سفارش بوده و مطابق انتخاب شما ساخته و ارسال می‌شود.</article>",,,taxable,,1,,,0,0,,,,,1,,,,"فصل > پاییز, کلاسیک و مدرن > ترندها, جنسیت, موقعیت ها > رسمی و کاری, فصل > زمستان, جنسیت > زنانه, موقعیت ها > شبانه و مهمانی, موقعیت ها > عطرهای تاثیرگذار, فصل, کلاسیک و مدرن > کلاسیک, کلاسیک و مدرن, کلاسیک و مدرن > مدرن, موقعیت ها, کلاسیک و مدرن > نوستالژی",,,"https://atrishaa.com/wp-content/uploads/2025/12/BLACK1-Armaf-Club-De-Nuit-Intense.webp, https://atrishaa.com/wp-content/uploads/2025/12/BLACK2-Armaf-Club-De-Nuit-Intense.webp, https://atrishaa.com/wp-content/uploads/2026/02/all-product-purble-final.png",,,,,,,,,0,Armaf,حجم,"10 میل, 100 میل, 30 میل, 50 میل",1,1,"10 میل","غلظت عطر","ادکلن, ادو تویلت, اکسترا پرفیوم, پرفیوم",1,1,ادکلن,فصل,"پاییز, زمستان",1,1,جنسیت,زنانه,1,1,رایحه,"چرمی (Leather), چوبی (Woody), گلی (Floral), گورماند (Gourmand)",1,1,طبع,گرم,1,1
16160,variation,SKU_02433,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1285000,,,,,,,SKU_02432,,,,,,1,,حجم,"50 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16161,variation,SKU_02434,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2013000,,,,,,,SKU_02432,,,,,,2,,حجم,"100 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16162,variation,SKU_02435,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,972000,,,,,,,SKU_02432,,,,,,3,,حجم,"30 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16163,variation,SKU_02436,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,726000,,,,,,,SKU_02432,,,,,,4,,حجم,"10 میل",,1,,"غلظت عطر",ادکلن,,1,,,,,,,,,,,,,,,,,
16164,variation,SKU_02437,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2889000,,,,,,,SKU_02432,,,,,,5,,حجم,"100 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16165,variation,SKU_02438,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1968000,,,,,,,SKU_02432,,,,,,6,,حجم,"50 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16166,variation,SKU_02439,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1218000,,,,,,,SKU_02432,,,,,,7,,حجم,"30 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16167,variation,SKU_02440,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,849000,,,,,,,SKU_02432,,,,,,8,,حجم,"10 میل",,1,,"غلظت عطر","ادو تویلت",,1,,,,,,,,,,,,,,,,,
16168,variation,SKU_02441,,"آرماف کلاب د نوئیت اینتنسیو | Armaf Club De Nuit Intense",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4404000,,,,,,,SKU_02432,,,,,,9,,حجم,"100 میل",,1,,"غلظت عطر",پرفیوم,,1,,,,,,,,,,,,,,,,,
